sl,Area,Rainfall,Population,Groundwater,Temperature,Agricultural,Industrial,Residential
807,Carman,1672.1,133401,28.42,37,25.6,4.86,59.72
808,Dongtou,1114.44,152259,34.88,34,10.96,8.09,68.05
809,Horred,1331.64,164774,15.13,34,1.83,20.64,84.65
810,Manhush,1045.13,91977,18.51,22,37.11,8.83,64.92
811,Cajuru,702.02,210139,54.0,29,18.32,19.33,70.0
812,Songhu,1449.04,106576,49.96,36,16.33,20.63,64.32
813,Gnieżdżewo,735.78,237506,46.7,39,24.97,19.07,70.14
814,Benoy,910.14,196973,36.93,25,32.66,4.76,71.79
815,Princeville,778.86,152922,38.9,19,43.41,10.11,54.27
816,Boulsa,1379.66,55933,50.44,18,22.01,10.42,58.5
817,Paris 01,1523.95,135548,44.07,18,32.77,13.71,53.43
818,Colorado Springs,1863.18,148507,58.44,40,13.85,15.13,84.23
819,Altares,1047.97,116666,33.61,30,38.1,9.07,60.62
820,Seto,1869.46,124642,24.12,24,17.66,7.96,58.81
821,Fovissste,1544.35,95803,38.93,27,18.41,16.0,68.94
822,Jiaoxiyakou,1881.83,184547,47.24,27,37.56,21.81,89.54
823,Xilin,1053.22,227866,23.28,24,44.38,16.08,58.21
824,Oyem,701.74,55823,52.96,40,6.6,8.62,66.99
825,Fécamp,999.99,86668,50.28,38,5.15,15.33,59.72
826,Sindangheula,883.12,153033,54.64,19,42.09,6.15,75.62
827,Blobo,1808.75,125317,43.64,32,47.12,24.43,76.86
828,Oriximiná,1449.38,177500,52.52,32,18.18,15.65,66.83
829,Yunji,1597.24,112515,31.82,39,32.8,3.81,88.8
830,Tiền Hải,1706.22,164547,38.86,22,14.15,7.98,85.19
831,Wa’erma,1668.74,81511,47.6,36,36.11,4.64,88.88
832,Val-de-Reuil,1002.42,236186,54.81,31,47.12,23.51,85.28
833,Dongxi,727.95,60569,58.28,32,43.52,11.97,89.29
834,Kuala Lumpur,1100.55,86469,19.83,34,7.53,8.79,54.66
835,Rafael Hernandez Ochoa,1146.8,184439,41.04,30,41.78,20.57,85.74
836,Liushun,1025.66,65963,25.44,34,34.04,5.36,69.61
837,Linköping,1884.4,211408,53.38,26,26.52,4.04,61.63
838,Kayunga,1579.41,96231,49.67,29,49.26,23.9,80.13
839,Shumikhinskiy,1625.72,107781,57.68,37,26.69,23.06,53.7
840,Várzea de Sintra,1094.0,214462,17.74,21,45.7,12.21,51.39
841,Jomboy,1230.8,204060,51.35,20,42.29,15.88,69.33
842,Venda,1546.74,162498,15.37,35,28.8,10.89,87.51
843,Ilyich,1286.53,60178,47.01,24,7.14,17.52,79.07
844,Kamakura,709.59,132588,25.69,38,1.32,17.38,76.62
845,Apongo,1249.08,157362,17.97,30,36.6,19.85,74.13
846,Ea Drăng,1807.82,145722,48.06,24,47.29,21.91,77.69
847,Ani-e,1808.18,199297,52.9,25,6.28,1.26,85.56
848,Kota Kinabalu,1332.05,77466,24.4,18,48.82,5.35,78.73
849,Ballymahon,1087.45,83316,16.31,21,33.95,24.43,85.28
850,Hayange,1916.49,62175,49.64,38,30.59,8.9,65.39
851,Wudabao,1103.3,230300,50.89,28,26.55,1.07,86.98
852,Ngelak,938.92,162132,31.05,33,16.56,8.06,62.06
853,Gukovo,1562.34,122094,46.16,35,24.97,13.62,70.87
854,La Guata,1443.79,166162,17.08,20,9.17,5.32,77.71
855,Nerekhta,1117.06,72060,26.5,35,17.07,9.98,59.36
856,Hongqi,1571.24,152302,32.97,22,49.56,13.68,55.54
857,Privas,1001.52,113199,28.97,25,39.41,21.98,74.89
858,Balzan,924.49,123663,31.19,31,30.87,17.65,71.22
859,Abuochiche,1849.78,114817,19.08,21,19.27,1.87,59.11
860,Henghe,1866.1,77984,20.26,30,21.62,24.69,89.05
861,Memphis,1966.3,207838,53.82,19,13.02,13.9,61.72
862,Novozybkov,1906.0,232617,33.2,25,27.25,3.06,79.03
863,Hewa,923.45,167109,52.97,28,42.39,2.65,50.11
864,Ōtsu-shi,733.71,193692,53.11,38,39.45,17.67,50.36
865,Pelotas,1461.33,204800,52.12,37,29.01,9.15,89.24
866,Sumbergedong,1421.99,124003,28.74,39,29.26,22.23,54.69
867,Borowno,771.97,185167,37.05,40,11.81,4.67,82.21
868,Sliema,715.29,135548,55.91,22,39.95,8.61,79.54
869,Mukdahan,1255.56,243898,22.28,37,11.83,18.09,53.48
870,Mirovka,1954.79,166532,44.62,26,6.31,23.87,76.75
871,Pa Bon,1449.49,217926,23.93,28,33.72,22.61,71.15
872,Yanjiatai,1402.39,142150,30.29,36,49.4,17.19,61.65
873,Jifeng,1412.76,199029,40.57,30,25.67,22.62,57.32
874,Roblin,726.65,159434,17.98,26,24.78,20.33,82.82
875,Golubac,1023.91,153787,39.27,34,24.25,22.92,86.08
876,Halmstad,882.75,113079,51.5,39,41.81,14.02,58.88
877,Mokil,916.13,127514,20.35,23,37.7,18.07,82.03
878,Nanchangshan,756.49,52650,49.38,24,22.19,24.55,75.04
879,Beiqiao,1472.34,63448,53.32,24,21.43,23.62,82.54
880,Grabów nad Prosną,1149.75,122805,23.26,23,43.44,22.17,72.22
881,Tsengel,1629.4,105026,41.78,28,22.63,11.85,75.07
882,Pinayagan Norte,1327.18,92814,56.26,29,21.2,7.58,52.44
883,Macapá,1981.05,167109,56.32,38,7.06,4.99,56.02
884,Vyritsa,1275.32,216172,46.92,34,38.46,6.7,66.53
885,Dhromolaxia,1950.37,197409,39.75,25,48.06,11.27,55.87
886,Reading,928.86,122232,59.0,21,23.0,12.17,70.74
887,Tula,1635.36,65326,26.41,37,21.84,18.24,54.05
888,Yongning,1988.1,245643,19.57,38,21.76,7.7,78.2
889,Kota Kinabalu,1040.31,180546,20.87,33,39.15,14.19,63.84
890,Casa Nova,1747.33,209606,51.43,40,31.11,6.69,58.61
891,Mendenrejo,1280.77,105219,38.18,33,28.7,2.33,53.06
892,Sinanju,1448.49,144296,36.18,35,22.47,24.19,72.08
893,Lions Bay,1694.75,245895,58.83,29,29.9,15.58,67.85
894,Topchikha,1565.41,70254,26.76,34,13.5,10.68,60.52
895,Zarichchya,1546.75,58166,34.67,21,40.4,17.48,54.68
896,Monte Novo,1842.3,161536,32.31,27,46.19,23.07,56.76
897,Wentugaole,1105.87,62877,29.13,28,46.59,1.38,73.41
898,Panalingaan,1613.75,228306,41.5,37,33.97,7.59,67.53
899,Kalej,1091.86,172182,39.95,31,46.61,6.64,53.38
900,Wakaseko,1478.28,207993,28.44,30,33.48,15.88,66.25
901,Casuguran,1815.28,136516,50.42,26,27.74,20.81,70.46
902,Tambovka,1725.79,105431,41.9,29,8.09,12.5,54.96
903,Polonnaruwa,1804.97,223537,22.32,25,16.22,2.06,86.9
904,Jacarezinho,860.26,113756,31.66,39,26.15,16.99,67.81
905,Santa Catalina,940.05,182594,24.16,29,44.91,4.77,76.87
906,Abobo,726.18,215865,31.09,21,35.1,4.53,83.64
907,Jiazhi,1376.78,211223,38.43,22,19.1,3.79,86.17
908,Kanáli,1440.14,233060,29.25,33,30.86,17.8,84.62
909,Hod HaSharon,1059.47,155650,22.52,37,7.8,10.63,83.09
910,Fangtian,1640.95,174906,31.77,32,43.25,6.89,62.56
911,Cuauhtemoc,1723.04,73603,34.13,18,49.37,1.78,52.11
912,Saripin,1699.15,212429,40.79,39,17.81,11.58,74.7
913,Pondokrejo Wetan,1010.29,122933,22.97,18,14.11,4.47,60.23
914,Espírito Santo do Pinhal,1881.77,137210,30.69,20,45.09,3.35,84.54
915,Pulopaya,1084.81,102900,32.76,25,28.39,19.29,69.19
916,Biała Piska,1902.58,215452,37.05,39,16.19,5.53,53.19
917,Beizhakou,1321.19,173684,41.36,29,38.02,14.21,84.25
918,Hetou,925.77,134650,56.66,36,3.84,8.75,66.12
919,Jiuxian,1803.42,59414,49.21,30,18.9,15.12,59.56
920,Helsingborg,1897.81,60124,26.64,30,30.19,13.09,89.81
921,Coronel Fabriciano,1279.96,80077,15.78,33,11.36,1.55,82.7
922,Selishche,1994.46,76983,21.45,18,14.31,7.49,73.96
923,Tshaneni,1551.11,112617,54.58,24,42.48,16.87,88.26
924,Viljandi,1949.33,104731,34.52,19,3.92,3.23,57.4
925,Giedlarowa,1745.78,239827,30.27,30,3.59,8.93,88.09
926,Colorado Springs,1122.92,93551,46.01,36,8.9,1.49,81.35
927,Vrbice,1694.15,218851,26.31,19,46.53,10.89,73.5
928,Bakar,1192.99,177251,47.54,25,32.11,21.24,50.33
929,Donglu,911.06,244929,28.07,29,4.15,13.25,78.48
930,Konstancin-Jeziorna,1659.36,92515,37.29,23,46.39,3.82,85.72
931,Sexmoan,1445.2,143790,44.9,31,44.96,12.79,63.24
932,Zhangjiachang,1065.47,179241,17.76,18,40.55,6.2,85.06
933,Ikoma,1786.74,90362,21.77,27,38.0,7.24,76.23
934,Sirinhaém,1367.38,130572,56.7,29,36.05,9.44,87.59
935,Hechuan,1923.11,72631,25.76,36,23.23,5.73,83.04
936,Birendranagar,1632.52,56163,45.37,21,15.61,18.16,73.47
937,Chistopol’,1622.05,166033,33.07,37,45.99,22.86,66.51
938,Bebandem,1631.25,85501,57.67,30,20.67,24.92,66.6
939,Touho,997.93,69119,40.12,25,49.95,24.37,68.43
940,Fengniancun,830.46,82485,20.28,23,16.24,8.42,52.35
941,Gabi,1916.59,143725,18.82,28,22.52,14.25,63.93
942,Thị Trấn Tam Điệp,1912.76,100902,39.29,37,25.94,14.44,68.48
943,Panzhuang,1272.43,220970,17.76,32,7.03,6.94,88.29
944,Silago,1443.01,85609,52.23,29,31.6,6.01,80.66
945,Azogues,1371.36,168640,55.2,40,42.63,24.95,65.57
946,Jingmao,1668.28,249056,25.16,28,7.25,3.13,85.64
947,Sendang,754.67,195005,37.1,35,24.7,5.74,50.33
948,Kogon,729.09,101118,35.07,36,8.39,3.26,73.57
949,Jiguan,877.25,152396,45.44,28,28.8,18.55,50.95
950,Paris 17,1979.11,177243,31.41,37,11.4,13.45,66.55
951,Wydminy,1226.17,151374,16.08,18,12.58,22.5,89.63
952,Sundsvall,1576.0,52897,37.08,30,31.88,9.92,69.87
953,Palaiseau,1539.41,205450,20.86,37,37.77,5.9,52.61
954,Zawiya,1210.62,129816,25.71,36,20.97,16.15,83.95
955,Karlstad,823.66,178330,44.57,25,10.4,20.22,68.32
956,Bueng Kum,1017.94,190775,19.07,22,27.79,16.33,84.04
957,Banyupoh,1057.22,67323,18.87,32,5.29,14.7,55.76
958,Sakule,1240.75,50903,51.38,30,46.45,13.29,58.03
959,Bërxull,1018.57,108634,23.28,24,25.94,19.11,55.05
960,Lyuboml’,1820.65,141401,38.02,25,39.02,4.15,89.12
961,Birnin Kebbi,1669.46,158762,45.32,34,3.24,20.31,65.29
962,Sriwing,1931.16,187547,47.45,30,1.56,14.81,71.14
963,Schœlcher,1575.96,159687,23.77,26,30.04,11.74,71.65
964,Poctol,1778.53,115674,16.05,37,34.66,20.9,77.31
965,Bilad,1064.72,234110,19.49,25,29.16,1.8,50.06
966,Albuquerque,1835.59,193461,25.48,35,30.9,13.65,62.13
967,Gandu,1631.06,196019,56.62,37,38.69,2.97,69.08
968,Bujanovac,1769.29,215203,41.09,39,47.84,8.86,70.07
969,Qujiang,1251.01,164552,59.73,23,32.52,21.53,51.53
970,Kozova,1142.3,175848,44.86,24,4.73,19.63,77.43
971,Trairi,1290.07,193079,20.57,26,25.31,7.13,76.72
972,Huangtu,1858.93,97534,25.56,28,43.74,7.97,75.3
973,Colonias Unidas,1870.25,173511,41.37,35,6.74,17.12,75.47
974,Borucin,1767.37,128907,28.74,21,12.51,6.89,89.27
975,Yuyangguan,1551.19,171902,35.37,27,49.67,6.84,68.86
976,Talisay,847.04,208954,15.73,24,31.48,5.86,78.16
977,San Vicente,817.39,155463,56.3,25,11.72,24.23,89.55
978,Mengzhai,1864.45,210159,38.03,22,40.32,1.56,77.06
979,Rio das Pedras,1219.5,115258,51.06,27,47.55,20.8,51.2
980,Fenghuanglu,1940.78,104161,32.27,39,37.49,13.91,75.22
981,Saint Andrews,1681.65,215958,51.43,24,24.04,3.4,75.26
982,Boshchorbogh,1325.17,133368,55.88,22,13.65,22.45,68.18
983,Enrile,1205.45,128626,40.71,24,11.38,4.7,85.92
984,Parigi,1032.77,120326,17.08,19,36.41,10.44,74.01
985,Bartošovice,814.65,235141,51.46,29,39.11,11.19,88.16
986,Shijing,1498.49,50658,58.83,35,14.74,4.02,77.62
987,Markowa,862.26,221206,18.18,20,47.24,11.72,54.49
988,Rancagua,1289.53,234229,15.74,32,29.26,3.9,60.9
989,Esperanza,1612.67,107774,48.3,23,25.24,15.8,51.63
990,Nagano-shi,1516.32,58152,51.87,21,15.8,8.36,62.4
991,Coolock,1865.49,193383,49.78,20,35.42,13.18,72.17
992,Xianyan,1161.55,141304,40.37,32,47.58,9.76,62.68
993,Santa Luzia,1546.29,192538,41.2,33,5.9,7.26,74.91
994,Alistráti,1102.64,110496,38.51,19,2.87,8.17,77.88
995,Bayuin,1310.44,191288,44.98,23,38.55,3.46,79.65
996,Qinghua,1215.24,82297,20.56,30,4.91,7.07,56.02
997,Zhukovskiy,1302.09,82570,45.85,26,8.26,17.13,82.73
998,Halmstad,1306.86,226324,32.96,23,15.15,19.3,87.5
999,Flen,1975.85,68658,26.02,38,13.34,7.18,55.8
1000,Al Hijrah,1791.2,182207,18.26,29,30.54,13.27,59.26
